RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
53374060,20230503,F,60대,세종특별자치시,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,2,20,30,20,30,0,산책-걷기,골프 직접 하기,걷기-속보-조깅 직접 하기,온천-사우나-찜질방,미술 직접 활동 및 수강하기
53374128,20230503,M,40대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,3,8,50,20,10,20,0,산책-걷기,종교활동,가족-친지 만남,낮잠자기,쇼핑
53374243,20230503,M,20대,충청남도,300만원 미만,남는 시간을 보내기 위해,없음,5,10,0,0,100,0,0,수다-잡담하기,없음,없음,없음,없음
53374332,20230503,F,60대,충청북도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,1,3,20,10,50,20,0,산책-걷기,맛집-카페 탐방,독서,영화관 관람,드라이브
53374566,20230503,F,50대,울산광역시,500이상700만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,2,3,30,10,10,50,0,영화관 관람,국내 여행,미용,가족-친지 만남,골프 직접 하기
53374622,20230503,M,40대,대구광역시,300이상500만원 미만,대인 관계-교제를 위해,남는 시간을 보내기 위해,3,10,20,30,20,30,0,국내 여행,친구-이성친구 만남,음주-유흥,쇼핑,가족-친지 만남
53374639,20230503,M,50대,제주특별자치도,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,3,40,40,10,10,0,온천-사우나-찜질방,낮잠자기,헬스-보디빌딩 직접 하기,없음,없음
53374692,20230503,F,60대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,14,50,10,30,10,0,드라이브,없음,없음,없음,없음
53374715,20230503,F,60대,경기도,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,6,10,50,20,20,10,0,영상 컨텐츠 시청,종교활동,등산 직접 하기,드라이브,쇼핑
53374780,20230503,M,60대,광주광역시,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,6,6,40,0,50,10,0,등산 직접 하기,독서,산책-걷기,친구-이성친구 만남,없음
53374801,20230503,M,20대,광주광역시,300만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,3,8,35,0,50,15,0,소풍-피크닉,없음,없음,없음,없음
53374975,20230503,M,40대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,3,10,20,5,30,35,골프 직접 하기,영상 컨텐츠 시청,가족-친지 만남,맛집-카페 탐방,자전거-싸이클-산악자전거 직접 타기
53374980,20230503,F,40대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,5,8,55,5,20,20,0,산책-걷기,SNS -인터넷 커뮤니티 활동,어학-기술-자격증 취득,독서,자전거-싸이클-산악자전거 직접 타기
53375007,20230503,F,40대,부산광역시,300이상500만원 미만,건강 관리를 위해,없음,2,2,30,30,10,30,0,걷기-속보-조깅 직접 하기,헬스-보디빌딩 직접 하기,없음,없음,없음
53375399,20230503,F,30대,경상남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,5,10,20,10,40,30,0,맛집-카페 탐방,산책-걷기,쇼핑,가족-친지 만남,게임
53375662,20230503,M,60대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,3,6,20,20,30,30,0,수영 직접 하기,해외 프로스포츠 영상 시청,산책-걷기,자전거-싸이클-산악자전거 직접 타기,등산 직접 하기
53375877,20230503,M,30대,인천광역시,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,2,40,0,0,60,0,쇼핑,가족-친지 만남,걷기-속보-조깅 직접 하기,친구-이성친구 만남,등산 직접 하기
53375909,20230503,F,60대,경기도,300만원 미만,건강 관리를 위해,없음,1,2,40,20,20,20,0,쇼핑,국내 여행,없음,없음,없음
53375948,20230503,M,50대,충청북도,300이상500만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해,6,10,50,30,5,15,0,국내 여행,해외여행,가족-친지 만남,없음,없음
53376342,20230503,M,60대,경상남도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,4,12,50,20,20,10,0,등산 직접 하기,영상 컨텐츠 시청,친구-이성친구 만남,가족-친지 만남,산책-걷기
53376663,20230503,F,40대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해,2,3,10,20,70,0,0,골프 직접 하기,요리-베이킹,없음,없음,없음
53376761,20230503,F,40대,전라남도,300이상500만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해,3,5,30,10,30,30,0,쇼핑,반려동물 돌보기,독서,계모임-동창회-사교모임,맛집-카페 탐방
53376791,20230503,F,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,없음,3,3,80,8,2,10,0,산책-걷기,쇼핑,반려동물 돌보기,종교활동,수집
53376793,20230503,F,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해,3,2,30,50,0,20,0,쇼핑,산책-걷기,볼링_ 당구-포켓볼 직접 하기,SNS -인터넷 커뮤니티 활동,수다-잡담하기
53376923,20230503,M,60대,충청남도,300만원 미만,남는 시간을 보내기 위해,건강 관리를 위해,2,10,30,10,5,30,25,등산 직접 하기,없음,없음,없음,없음
53377355,20230503,M,30대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,없음,1,2,100,0,0,0,0,수집,없음,없음,없음,없음
53377422,20230503,F,60대,부산광역시,300만원 미만,대인 관계-교제를 위해,자기 계발을 위해,5,8,30,10,20,40,0,영상 컨텐츠 시청,걷기-속보-조깅 직접 하기,온천-사우나-찜질방,미술 직접 활동 및 수강하기,산책-걷기
53377478,20230503,F,60대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,1,2,50,0,0,50,0,영상 컨텐츠 시청,계모임-동창회-사교모임,영화관 관람,해외여행,없음
